date,batiment,zone,type_energie,kwh
2023-03-07,Usine_A,Eclairage,electricite,579.12
2023-04-16,Bureau_Central,Climatisation,electricite,496.39
2024-05-17,Usine_A,Production,electricite,171.2
2024-09-09,Entrepot_Nord,Production,electricite,167.99
2024-12-06,Usine_A,Production,electricite,530.41
2024-10-07,Entrepot_Nord,Production,gaz,192.35
2024-10-15,Usine_B,Climatisation,electricite,420.72
2023-01-04,Entrepot_Nord,Production,electricite,
2024-06-19,Bureau_Central,Climatisation,electricite,504.11
2024-05-21,Entrepot_Nord,Production,electricite,647.77
2023-07-24,Usine_A,Production,electricite,-97.16
2023-03-16,Usine_A,Production,gaz,528.64
2024-03-25,Usine_B,Production,gaz,661.75
2023-04-20,Bureau_Central,Bureaux,gaz,419.44
2024-03-15,Usine_B,Production,gaz,979.16
2023-09-15,Entrepot_Nord,Production,electricite,505.3
2024-07-15,Bureau_Central,Bureaux,gaz,140.98
2024-08-09,Bureau_Central,Bureaux,gaz,317.86
2023-12-05,Entrepot_Nord,Production,gaz,607.31
2024-06-20,Usine_A,Production,electricite,611.78
2023-08-01,Bureau_Central,Bureaux,electricite,293.0
2023-01-12,Usine_A,Production,electricite,211.46
2023-08-29,Entrepot_Nord,Eclairage,electricite,767.72
2023-06-05,Bureau_Central,Bureaux,gaz,447.25
2024-09-03,Usine_A,Production,gaz,439.28
2024-01-13,Entrepot_Nord,Production,gaz,960.58
2023-11-09,Bureau_Central,Bureaux,electricite,420.37
2023-10-10,Usine_B,Climatisation,electricite,328.37
2023-04-16,Usine_B,Climatisation,electricite,265.61
2023-07-12,Entrepot_Nord,Production,electricite,296.57
2023-04-12,Entrepot_Nord,Production,electricite,490.71
2023-09-25,Usine_A,Production,electricite,592.63
2024-01-09,Entrepot_Nord,Production,gaz,322.3
2023-10-11,Usine_B,Production,electricite,716.35
2023-05-16,Bureau_Central,Bureaux,electricite,415.93
2024-01-20,Bureau_Central,Bureaux,gaz,569.63
2024-09-30,Usine_A,Production,gaz,474.31
2024-03-05,Entrepot_Nord,Eclairage,electricite,157.36
2023-12-15,Usine_A,Production,electricite,132.23
2024-07-31,Bureau_Central,Bureaux,electricite,169.94
2024-03-07,Usine_B,Climatisation,electricite,181.65
2024-09-22,Bureau_Central,Climatisation,electricite,528.31
2023-12-13,Bureau_Central,Bureaux,electricite,427.63
2024-04-13,Bureau_Central,Bureaux,electricite,402.75
2023-12-13,Entrepot_Nord,Production,gaz,1094.89
2024-11-14,Usine_B,Production,electricite,204.58
2023-01-23,Entrepot_Nord,Production,gaz,400.87
2023-11-20,Usine_A,Production,electricite,262.97
2023-08-18,Usine_A,Eclairage,electricite,521.35
2024-05-26,Bureau_Central,Bureaux,gaz,261.72
2024-12-30,Usine_A,Production,electricite,743.05
2024-08-04,Usine_A,Eclairage,electricite,891.46
2023-02-09,Usine_B,Production,gaz,433.73
2023-11-08,Entrepot_Nord,Production,gaz,405.73
2023-09-18,Usine_A,Production,electricite,710.18
2023-09-16,Bureau_Central,Bureaux,electricite,868.49
2023-08-20,Bureau_Central,Bureaux,gaz,485.07
2024-02-28,Bureau_Central,Climatisation,electricite,113.33
2023-12-03,Usine_A,Eclairage,electricite,335.0
2023-05-25,Bureau_Central,Bureaux,gaz,558.82
2024-12-27,Bureau_Central,Bureaux,gaz,1207.52
2024-07-04,Usine_B,Production,electricite,160.73
2024-06-23,Entrepot_Nord,Production,gaz,442.28
2024-01-18,Usine_A,Eclairage,electricite,722.61
2023-09-06,Usine_B,Production,electricite,248.96
2023-08-21,Usine_A,Eclairage,electricite,318.58
2024-12-18,Bureau_Central,Bureaux,electricite,350.68
2024-04-10,Usine_A,Eclairage,electricite,464.29
2024-10-16,Usine_B,Production,gaz,416.82
2024-09-14,Bureau_Central,Bureaux,gaz,575.27
2024-09-03,Usine_B,Production,gaz,582.21
2023-07-10,Entrepot_Nord,Eclairage,electricite,532.06
2023-02-21,Usine_A,Eclairage,electricite,304.93
2023-01-11,Usine_B,Production,gaz,446.24
2024-12-03,Bureau_Central,Bureaux,gaz,889.23
2023-07-25,Usine_A,Production,electricite,561.4
2023-01-28,Usine_B,Production,electricite,231.17
2023-12-01,Usine_A,Production,gaz,718.09
2024-09-20,Entrepot_Nord,Production,electricite,609.3
2024-05-18,Bureau_Central,Bureaux,gaz,373.06
2023-11-12,Bureau_Central,Bureaux,gaz,613.72
2024-01-04,Usine_A,Eclairage,electricite,526.6
2023-03-05,Usine_A,Production,gaz,422.31
2023-05-27,Usine_B,Production,electricite,280.01
2024-04-09,Bureau_Central,Bureaux,gaz,674.42
2023-05-24,Usine_A,Eclairage,electricite,435.44
2024-08-28,Usine_A,Production,electricite,487.49
2024-05-27,Entrepot_Nord,Eclairage,electricite,114.66
2024-01-19,Bureau_Central,Climatisation,electricite,91.73
2024-02-26,Usine_A,Eclairage,electricite,204.28
2024-10-27,Bureau_Central,Bureaux,gaz,511.66
2024-07-26,Bureau_Central,Bureaux,electricite,704.72
2024-03-02,Bureau_Central,Bureaux,electricite,455.82
2023-12-03,Entrepot_Nord,Eclairage,electricite,210.34
2024-01-27,Usine_B,Production,gaz,1130.14
2024-09-04,Usine_A,Eclairage,electricite,410.65
2024-04-09,Usine_A,Production,electricite,829.32
2023-11-28,Usine_B,Production,gaz,1057.07
2024-03-03,Usine_A,Production,electricite,811.36
2023-09-21,Entrepot_Nord,Production,gaz,199.99
2023-08-03,Entrepot_Nord,Production,electricite,467.89
2023-03-09,Usine_B,Production,electricite,767.95
2023-07-31,Usine_A,Production,electricite,412.86
2024-08-01,Entrepot_Nord,Production,gaz,165.12
2023-11-13,Usine_A,Production,electricite,423.32
2024-09-17,Usine_A,Production,gaz,
2023-12-01,Bureau_Central,Bureaux,gaz,326.05
2023-10-17,Usine_B,Production,gaz,280.55
2024-08-17,Usine_A,Eclairage,electricite,508.4
2023-10-17,Usine_A,Production,electricite,328.14
2023-11-16,Usine_A,Eclairage,electricite,348.22
2024-02-17,Usine_B,Climatisation,electricite,148.98
2024-08-26,Entrepot_Nord,Production,electricite,734.97
2023-09-03,Entrepot_Nord,Production,electricite,427.07
2023-02-11,Bureau_Central,Bureaux,electricite,504.4
2024-12-23,Usine_B,Climatisation,electricite,32.32
2023-08-26,Usine_A,Production,electricite,363.82
2023-07-26,Bureau_Central,Bureaux,electricite,133.4
2024-11-29,Bureau_Central,Bureaux,gaz,816.98
2023-03-19,Usine_A,Production,electricite,575.0
2023-01-22,Entrepot_Nord,Eclairage,electricite,467.49
2023-04-22,Usine_B,Climatisation,electricite,202.42
2024-12-22,Usine_A,Production,electricite,177.19
2024-11-19,Usine_B,Production,gaz,665.71
2023-04-22,Bureau_Central,Bureaux,electricite,245.61
2024-01-12,Entrepot_Nord,Production,gaz,476.91
2024-08-31,Entrepot_Nord,Production,gaz,228.26
2024-06-10,Entrepot_Nord,Production,gaz,329.93
2023-06-22,Usine_B,Production,electricite,715.16
2024-08-05,Usine_B,Production,gaz,365.71
2023-12-26,Entrepot_Nord,Production,gaz,396.28
2024-05-15,Usine_B,Production,gaz,568.99
2023-08-30,Bureau_Central,Bureaux,gaz,541.89
2024-03-04,Entrepot_Nord,Eclairage,electricite,916.52
2023-01-11,Usine_A,Production,electricite,509.84
2024-09-06,Entrepot_Nord,Eclairage,electricite,158.78
2024-08-14,Bureau_Central,Bureaux,electricite,579.51
2024-09-14,Usine_B,Production,gaz,483.7
2023-09-27,Usine_B,Production,gaz,521.37
2024-03-12,Entrepot_Nord,Production,electricite,187.92
2023-11-03,Entrepot_Nord,Production,electricite,582.16
2024-06-07,Usine_B,Production,electricite,672.2
2023-07-14,Usine_A,Production,gaz,182.73
2023-07-30,Usine_A,Production,electricite,730.49
2023-04-26,Entrepot_Nord,Production,gaz,327.25
2024-02-25,Usine_B,Production,electricite,440.93
2024-04-02,Usine_B,Climatisation,electricite,395.8
2023-08-20,Entrepot_Nord,Eclairage,electricite,504.19
2023-06-27,Bureau_Central,Bureaux,gaz,269.55
2023-02-04,Bureau_Central,Bureaux,electricite,232.64
2023-04-29,Usine_B,Production,gaz,499.3
2024-03-26,Entrepot_Nord,Production,gaz,666.47
2024-12-22,Entrepot_Nord,Production,electricite,613.22
2023-01-28,Usine_A,Eclairage,electricite,608.32
2024-07-28,Usine_B,Climatisation,electricite,712.99
2023-08-04,Bureau_Central,Bureaux,electricite,478.04
2024-03-28,Entrepot_Nord,Production,electricite,531.97
2023-01-05,Usine_A,Production,electricite,605.51
2023-03-23,Entrepot_Nord,Production,gaz,819.28
2023-10-18,Usine_A,Eclairage,electricite,328.74
2023-11-26,Usine_A,Production,electricite,643.98
2024-02-02,Usine_B,Climatisation,electricite,88.75
2024-11-19,Bureau_Central,Bureaux,gaz,866.92
2024-11-19,Bureau_Central,Climatisation,electricite,169.58
2024-10-24,Bureau_Central,Bureaux,gaz,510.87
2024-03-11,Usine_B,Production,gaz,781.17
2024-09-18,Entrepot_Nord,Eclairage,electricite,609.96
2024-04-10,Entrepot_Nord,Production,electricite,255.83
2023-08-26,Usine_B,Production,electricite,813.03
2024-08-30,Entrepot_Nord,Eclairage,electricite,394.66
2023-09-06,Usine_B,Climatisation,electricite,144.78
2023-05-23,Usine_B,Production,gaz,485.35
2024-05-04,Bureau_Central,Bureaux,electricite,404.55
2023-04-07,Usine_A,Production,gaz,293.63
2023-05-29,Usine_A,Eclairage,electricite,541.52
2024-01-09,Usine_A,Eclairage,electricite,644.36
2023-10-06,Entrepot_Nord,Production,gaz,773.71
2024-11-21,Usine_B,Climatisation,electricite,254.57
2024-05-03,Bureau_Central,Bureaux,gaz,457.56
2024-05-05,Bureau_Central,Bureaux,electricite,782.9
2024-07-24,Usine_B,Production,electricite,279.04
2023-04-12,Bureau_Central,Bureaux,gaz,557.58
2024-12-01,Bureau_Central,Climatisation,electricite,62.13
2023-12-31,Bureau_Central,Climatisation,electricite,100.79
2024-03-29,Bureau_Central,Bureaux,gaz,776.05
2023-06-07,Entrepot_Nord,Production,gaz,553.42
2023-12-06,Usine_B,Production,electricite,719.3
2024-10-13,Bureau_Central,Bureaux,gaz,414.27
2023-09-22,Bureau_Central,Bureaux,electricite,252.53
2024-05-01,Entrepot_Nord,Eclairage,electricite,603.83
2024-08-14,Usine_A,Eclairage,electricite,768.35
2023-10-05,Usine_B,Production,gaz,308.27
2023-10-26,Bureau_Central,Climatisation,electricite,203.5
2024-10-10,Entrepot_Nord,Production,gaz,528.19
2023-10-02,Usine_B,Production,gaz,652.89
2024-04-09,Usine_B,Climatisation,electricite,334.75
2023-02-14,Entrepot_Nord,Eclairage,electricite,730.52
2023-06-16,Usine_B,Production,electricite,382.5
2024-02-13,Usine_B,Production,electricite,272.24
2023-07-23,Usine_B,Production,electricite,166.05
2023-12-02,Usine_B,Climatisation,electricite,150.97
2023-09-06,Bureau_Central,Climatisation,electricite,81.76
2023-05-21,Usine_A,Eclairage,electricite,781.96
2023-06-11,Usine_A,Production,gaz,498.81
2023-11-09,Usine_A,Production,gaz,315.96
2023-11-02,Entrepot_Nord,Production,gaz,284.14
2023-05-28,Usine_B,Production,electricite,652.4
2023-07-04,Usine_A,Production,electricite,217.82
2024-09-20,Usine_A,Production,electricite,230.56
2024-04-06,Usine_A,Production,gaz,858.97
2023-10-06,Bureau_Central,Climatisation,electricite,375.93
2024-06-16,Bureau_Central,Climatisation,electricite,183.32
2023-11-10,Bureau_Central,Climatisation,electricite,267.38
2024-11-20,Usine_A,Production,electricite,445.62
2023-02-05,Usine_B,Climatisation,electricite,104.3
2023-08-01,Entrepot_Nord,Eclairage,electricite,309.77
2024-12-20,Entrepot_Nord,Eclairage,electricite,227.91
2024-06-27,Entrepot_Nord,Eclairage,electricite,477.14
2023-10-23,Usine_A,Production,gaz,491.68
2024-05-11,Entrepot_Nord,Production,electricite,653.03
2023-08-21,Usine_B,Production,gaz,230.86
2023-02-06,Usine_A,Eclairage,electricite,154.96
2023-07-11,Bureau_Central,Bureaux,electricite,493.02
2024-10-31,Bureau_Central,Bureaux,gaz,532.62
2024-10-16,Entrepot_Nord,Production,gaz,796.55
2024-12-21,Usine_B,Climatisation,electricite,92.6
2023-07-04,Bureau_Central,Bureaux,electricite,101.74
2023-04-16,Usine_A,Production,electricite,449.0
2023-03-19,Entrepot_Nord,Production,gaz,503.75
2023-01-13,Entrepot_Nord,Eclairage,electricite,133.2
2023-09-30,Entrepot_Nord,Eclairage,electricite,450.8
2023-09-01,Usine_A,Production,gaz,439.06
2023-08-08,Usine_B,Climatisation,electricite,478.37
2023-12-04,Usine_B,Production,gaz,532.75
2023-11-05,Usine_A,Production,electricite,472.26
2023-01-02,Bureau_Central,Bureaux,electricite,694.09
2024-03-18,Entrepot_Nord,Production,electricite,593.98
2023-10-21,Usine_B,Climatisation,electricite,233.36
2023-08-22,Bureau_Central,Bureaux,electricite,555.85
2023-07-16,Entrepot_Nord,Eclairage,electricite,639.32
2024-04-17,Usine_A,Production,gaz,679.46
2024-08-28,Entrepot_Nord,Eclairage,electricite,457.6
2023-11-10,Usine_A,Production,electricite,566.71
2023-06-14,Entrepot_Nord,Production,gaz,308.59
2023-01-14,Entrepot_Nord,Production,gaz,1041.52
2023-08-26,Bureau_Central,Bureaux,gaz,487.84
2024-06-29,Bureau_Central,Bureaux,gaz,493.25
2024-05-16,Usine_A,Production,electricite,494.59
2023-08-21,Entrepot_Nord,Production,gaz,388.12
2023-11-01,Entrepot_Nord,Production,electricite,284.92
2023-11-16,Usine_A,Production,electricite,526.98
2024-06-11,Entrepot_Nord,Production,gaz,380.47
2023-09-25,Entrepot_Nord,Production,gaz,448.41
2023-04-23,Usine_B,Production,electricite,565.98
2023-01-07,Bureau_Central,Bureaux,gaz,398.82
2023-07-17,Usine_B,Climatisation,electricite,587.11
2023-01-10,Entrepot_Nord,Production,gaz,295.32
2024-11-26,Entrepot_Nord,Eclairage,electricite,611.04
2023-06-01,Usine_A,Eclairage,electricite,221.29
2023-09-14,Bureau_Central,Climatisation,electricite,496.19
2024-05-23,Usine_A,Eclairage,electricite,480.66
2024-06-06,Bureau_Central,Bureaux,gaz,528.34
2023-06-04,Bureau_Central,Bureaux,gaz,227.31
2024-04-14,Bureau_Central,Climatisation,electricite,452.29
2024-12-21,Usine_A,Eclairage,electricite,297.59
2023-03-12,Usine_B,Production,electricite,275.92
2023-08-11,Usine_B,Production,electricite,263.26
2024-01-25,Usine_B,Production,electricite,840.97
2023-02-14,Entrepot_Nord,Production,gaz,472.81
2024-04-10,Bureau_Central,Bureaux,gaz,350.92
2023-07-01,Usine_B,Climatisation,electricite,245.96
2024-12-07,Usine_A,Eclairage,electricite,189.83
2024-01-09,Usine_A,Production,electricite,141.31
2023-06-14,Usine_A,Eclairage,electricite,232.58
2024-04-27,Usine_A,Production,gaz,330.45
2024-05-13,Usine_B,Climatisation,electricite,116.94
2024-07-23,Usine_B,Climatisation,electricite,405.93
2023-02-07,Bureau_Central,Bureaux,gaz,794.91
2024-12-29,Entrepot_Nord,Production,gaz,1113.23
2024-07-05,Entrepot_Nord,Production,gaz,172.56
2023-09-28,Usine_A,Production,electricite,550.85
2024-12-29,Usine_B,Climatisation,electricite,153.01
2023-02-26,Usine_B,Production,electricite,585.1
2023-11-08,Bureau_Central,Climatisation,electricite,251.01
2023-09-30,Entrepot_Nord,Production,gaz,197.44
2023-07-22,Bureau_Central,Climatisation,electricite,586.04
2023-06-26,Usine_A,Production,gaz,181.02
2023-02-23,Bureau_Central,Bureaux,gaz,759.57
2023-03-29,Usine_A,Production,electricite,471.84
2024-11-13,Usine_A,Eclairage,electricite,920.13
2023-10-16,Entrepot_Nord,Production,electricite,363.11
2024-11-24,Bureau_Central,Climatisation,electricite,183.71
2024-12-07,Usine_B,Production,electricite,211.97
2023-10-20,Usine_A,Production,gaz,719.88
2024-08-30,Bureau_Central,Bureaux,electricite,581.56
2023-12-11,Usine_A,Production,gaz,940.52
2023-01-06,Bureau_Central,Climatisation,electricite,36.79
2024-12-30,Bureau_Central,Bureaux,gaz,589.47
2023-06-07,Usine_B,Production,gaz,313.45
2023-07-11,Bureau_Central,Bureaux,gaz,299.23
2024-11-03,Usine_B,Production,electricite,421.37
2024-11-01,Usine_A,Production,gaz,529.03
2024-02-20,Usine_A,Production,electricite,529.16
2023-09-22,Entrepot_Nord,Production,electricite,887.49
2024-10-03,Usine_A,Production,gaz,551.21
2023-08-13,Entrepot_Nord,Eclairage,electricite,681.35
2023-03-07,Entrepot_Nord,Production,electricite,691.65
2024-07-25,Usine_B,Climatisation,electricite,190.97
2024-05-09,Usine_B,Climatisation,electricite,491.56
2024-12-27,Bureau_Central,Bureaux,electricite,823.36
2024-09-17,Usine_A,Eclairage,electricite,420.52
2024-07-29,Usine_A,Production,gaz,340.64
2024-04-11,Entrepot_Nord,Eclairage,electricite,728.93
2023-10-13,Usine_B,Production,gaz,754.93
2023-05-15,Entrepot_Nord,Eclairage,electricite,789.8
2023-09-22,Usine_A,Production,electricite,602.77
2024-12-29,Entrepot_Nord,Production,electricite,411.87
2023-07-06,Usine_A,Eclairage,electricite,397.86
2024-11-13,Bureau_Central,Climatisation,electricite,89.29
2023-12-04,Usine_B,Production,electricite,391.8
2023-11-13,Bureau_Central,Bureaux,electricite,301.6
2024-01-27,Usine_B,Production,electricite,831.58
2024-10-25,Usine_B,Production,gaz,483.71
2024-02-28,Usine_A,Production,gaz,554.9
2024-12-18,Entrepot_Nord,Eclairage,electricite,560.85
2023-12-27,Entrepot_Nord,Production,electricite,658.46
2024-12-05,Usine_B,Production,gaz,687.89
2024-03-20,Bureau_Central,Bureaux,gaz,269.43
2023-02-16,Usine_A,Production,electricite,265.23
2024-04-14,Usine_B,Climatisation,electricite,446.04
2023-09-22,Usine_B,Production,gaz,628.27
2024-12-17,Bureau_Central,Bureaux,gaz,595.93
2023-09-01,Usine_B,Production,electricite,812.4
2024-06-14,Usine_B,Production,gaz,223.84
2024-06-05,Usine_A,Eclairage,electricite,284.49
2024-08-29,Usine_A,Eclairage,electricite,635.94
2023-01-31,Usine_B,Production,electricite,608.07
2024-11-26,Usine_B,Climatisation,electricite,208.8
2023-03-15,Bureau_Central,Climatisation,electricite,77.09
2023-02-01,Bureau_Central,Bureaux,electricite,655.6
2024-02-04,Bureau_Central,Climatisation,electricite,146.32
2024-02-03,Entrepot_Nord,Production,gaz,780.89
2024-04-02,Usine_B,Production,gaz,692.15
2023-06-19,Entrepot_Nord,Production,gaz,397.83
2023-07-01,Entrepot_Nord,Eclairage,electricite,158.56
2024-04-12,Bureau_Central,Bureaux,electricite,227.96
2024-08-02,Entrepot_Nord,Production,electricite,589.81
2024-08-29,Usine_A,Production,gaz,368.05
2023-04-24,Usine_B,Production,gaz,434.78
2023-11-12,Bureau_Central,Climatisation,electricite,179.06
2024-09-13,Usine_A,Production,electricite,235.53
2024-04-10,Usine_A,Production,electricite,198.78
2024-07-22,Usine_A,Eclairage,electricite,560.54
2024-11-30,Usine_B,Production,gaz,396.77
2023-05-11,Usine_B,Production,gaz,541.8
2024-09-25,Usine_A,Production,electricite,142.63
2024-01-05,Usine_A,Production,gaz,1099.32
2024-07-19,Usine_B,Production,electricite,660.44
2023-09-01,Entrepot_Nord,Production,gaz,212.15
2024-12-18,Usine_A,Production,electricite,385.17
2023-06-30,Bureau_Central,Bureaux,gaz,406.62
2024-10-20,Entrepot_Nord,Eclairage,electricite,581.42
2024-11-12,Usine_B,Production,electricite,667.53
2024-05-06,Entrepot_Nord,Production,electricite,474.45
2023-03-18,Usine_A,Production,electricite,110.18
2024-03-29,Usine_B,Climatisation,electricite,206.9
2024-02-01,Entrepot_Nord,Eclairage,electricite,586.98
2024-08-28,Entrepot_Nord,Production,gaz,315.74
2024-06-26,Entrepot_Nord,Production,electricite,157.05
2024-05-10,Usine_B,Climatisation,electricite,492.5
2023-07-06,Usine_B,Production,gaz,380.76
2024-10-18,Usine_B,Production,gaz,664.99
2024-11-27,Usine_B,Climatisation,electricite,229.47
2024-06-24,Usine_A,Production,gaz,268.75
2023-05-21,Usine_B,Production,gaz,608.54
2024-05-24,Usine_A,Eclairage,electricite,487.7
2024-04-21,Usine_A,Production,gaz,514.88
2023-02-13,Usine_B,Production,gaz,603.03
2024-02-29,Entrepot_Nord,Production,gaz,426.71
2024-06-30,Entrepot_Nord,Production,electricite,441.43
2024-01-13,Bureau_Central,Bureaux,gaz,1091.21
2024-11-09,Entrepot_Nord,Eclairage,electricite,674.84
2024-12-21,Entrepot_Nord,Production,electricite,545.73
2023-07-11,Entrepot_Nord,Production,gaz,367.46
2024-05-08,Entrepot_Nord,Production,electricite,270.02
2023-02-24,Bureau_Central,Bureaux,electricite,706.93
2023-11-09,Bureau_Central,Bureaux,gaz,508.04
2023-06-26,Bureau_Central,Bureaux,gaz,145.57
2024-08-27,Usine_A,Production,electricite,316.68
2024-06-16,Usine_B,Climatisation,electricite,534.89
2023-02-27,Entrepot_Nord,Production,gaz,810.07
2024-10-02,Usine_A,Eclairage,electricite,625.76
2023-03-27,Usine_A,Production,electricite,765.39
2023-08-07,Usine_B,Climatisation,electricite,314.08
2023-04-23,Usine_B,Climatisation,electricite,69.78
2023-02-07,Usine_A,Production,gaz,546.85
2023-03-01,Usine_A,Production,gaz,677.76
2023-08-22,Usine_B,Production,gaz,249.72
2024-09-22,Entrepot_Nord,Eclairage,electricite,537.99
2024-02-02,Usine_B,Production,gaz,6460.039481079481
2024-04-20,Bureau_Central,Bureaux,gaz,881.88
2024-04-12,Usine_B,Production,electricite,232.61
2024-04-15,Usine_A,Eclairage,electricite,262.07
2024-12-16,Bureau_Central,Bureaux,gaz,744.63
2023-11-12,Usine_B,Production,electricite,640.05
2024-04-05,Usine_B,Climatisation,electricite,455.27
2024-11-04,Bureau_Central,Bureaux,electricite,513.77
2024-04-27,Usine_A,Eclairage,electricite,573.72
2023-08-26,Entrepot_Nord,Production,electricite,719.72
2024-03-17,Bureau_Central,Bureaux,electricite,753.85
2024-09-15,Entrepot_Nord,Production,electricite,112.66
2023-07-06,Entrepot_Nord,Production,gaz,221.29
2023-01-01,Bureau_Central,Bureaux,electricite,427.42
2024-08-18,Usine_A,Eclairage,electricite,151.22
2023-07-22,Usine_A,Eclairage,electricite,681.74
2024-03-30,Usine_B,Production,gaz,672.97
2023-12-25,Bureau_Central,Climatisation,electricite,81.0
2024-12-03,Usine_B,Production,gaz,474.95
2024-02-26,Usine_B,Production,electricite,775.52
2024-05-26,Entrepot_Nord,Production,gaz,285.22
2023-11-06,Bureau_Central,Bureaux,electricite,629.71
2024-12-11,Usine_B,Production,electricite,583.22
2024-03-28,Entrepot_Nord,Eclairage,electricite,511.84
2024-07-04,Bureau_Central,Bureaux,electricite,378.47
2023-07-12,Usine_B,Production,gaz,431.45
2023-07-17,Usine_B,Production,gaz,274.89
2023-12-15,Usine_B,Climatisation,electricite,94.04
2023-04-02,Entrepot_Nord,Production,gaz,657.1
2023-07-08,Bureau_Central,Bureaux,electricite,978.67
2024-01-31,Entrepot_Nord,Eclairage,electricite,604.3
2024-02-15,Usine_A,Production,electricite,702.14
2023-07-24,Usine_A,Production,gaz,445.92
2023-12-22,Entrepot_Nord,Eclairage,electricite,462.33
2024-04-30,Usine_A,Production,electricite,636.75
2023-09-26,Usine_A,Production,gaz,649.74
2023-12-30,Bureau_Central,Bureaux,electricite,717.1
2024-01-22,Usine_B,Climatisation,electricite,81.26
2024-01-24,Bureau_Central,Bureaux,electricite,572.3
2024-09-06,Entrepot_Nord,Production,gaz,497.35
2024-02-18,Usine_A,Production,gaz,551.97
2024-07-16,Usine_A,Eclairage,electricite,868.03
2024-02-28,Usine_B,Production,electricite,
2024-04-06,Usine_A,Production,electricite,670.09
2024-01-10,Usine_A,Production,electricite,437.85
2024-12-19,Bureau_Central,Climatisation,electricite,96.73
2024-12-24,Usine_A,Production,electricite,393.9
2024-04-01,Usine_A,Production,gaz,574.07
2023-10-15,Usine_A,Eclairage,electricite,555.87
2023-08-13,Usine_B,Production,gaz,446.3
2024-03-19,Usine_B,Production,electricite,462.34
2024-05-14,Usine_A,Eclairage,electricite,345.45
2024-04-18,Usine_B,Climatisation,electricite,113.18
2023-11-22,Usine_B,Climatisation,electricite,197.78
2023-10-16,Bureau_Central,Bureaux,gaz,679.72
2023-06-05,Entrepot_Nord,Production,electricite,268.65
2024-04-09,Usine_B,Production,gaz,410.05
2024-12-09,Bureau_Central,Bureaux,gaz,582.38
2024-04-26,Entrepot_Nord,Production,gaz,468.07
2024-06-15,Usine_B,Production,gaz,142.4
2023-01-30,Usine_A,Production,gaz,
2023-10-07,Entrepot_Nord,Production,gaz,358.86
2023-06-12,Usine_A,Production,gaz,165.73
2023-08-29,Usine_A,Production,electricite,190.23
2024-02-15,Bureau_Central,Bureaux,gaz,585.11
2024-06-03,Usine_B,Production,electricite,696.92
2023-10-12,Usine_B,Climatisation,electricite,306.15
2023-03-02,Usine_A,Production,electricite,152.13
2023-04-22,Usine_A,Production,electricite,324.03
2023-08-30,Usine_B,Production,gaz,332.55
2023-04-22,Entrepot_Nord,Eclairage,electricite,461.91
2024-12-07,Entrepot_Nord,Production,electricite,180.87
2023-10-09,Entrepot_Nord,Eclairage,electricite,473.33
2024-02-15,Entrepot_Nord,Production,electricite,298.85
2023-09-23,Bureau_Central,Bureaux,electricite,456.02
2024-03-12,Usine_A,Production,gaz,431.46
2024-06-08,Usine_B,Production,electricite,548.29
2024-08-14,Entrepot_Nord,Production,electricite,528.98
2023-08-15,Entrepot_Nord,Production,electricite,-819.61
2024-04-25,Entrepot_Nord,Production,electricite,111.67
2024-11-11,Usine_A,Eclairage,electricite,747.34
2023-05-25,Usine_A,Production,electricite,235.75
2023-08-09,Bureau_Central,Bureaux,gaz,248.61
2024-05-29,Usine_A,Eclairage,electricite,212.15
2023-02-28,Entrepot_Nord,Production,electricite,138.34
2024-08-24,Entrepot_Nord,Eclairage,electricite,168.28
2024-07-29,Bureau_Central,Climatisation,electricite,510.76
2024-09-18,Usine_A,Production,gaz,658.01
2024-05-09,Usine_A,Production,electricite,476.99
2023-04-17,Entrepot_Nord,Production,gaz,240.28
2024-10-04,Usine_A,Production,electricite,618.29
2023-04-30,Usine_B,Production,electricite,177.08
2024-04-13,Usine_A,Production,gaz,258.45
2023-04-21,Usine_A,Production,gaz,704.15
2024-02-26,Bureau_Central,Climatisation,electricite,121.5
2023-11-14,Entrepot_Nord,Production,gaz,563.02
2024-02-17,Entrepot_Nord,Production,gaz,334.66
2024-07-13,Usine_A,Production,electricite,97.12
2023-11-12,Usine_A,Production,electricite,671.42
2024-01-13,Usine_B,Production,gaz,1119.62
2024-12-13,Usine_B,Climatisation,electricite,167.0
2023-01-20,Bureau_Central,Bureaux,electricite,496.24
2024-07-23,Usine_A,Production,electricite,195.07
2023-11-22,Usine_A,Production,electricite,298.36
2023-05-21,Entrepot_Nord,Production,electricite,204.15
2023-04-18,Usine_A,Eclairage,electricite,904.21
2024-09-06,Bureau_Central,Bureaux,electricite,120.41
2023-08-06,Usine_B,Climatisation,electricite,399.32
2024-09-14,Entrepot_Nord,Eclairage,electricite,246.52
2023-08-12,Bureau_Central,Bureaux,gaz,347.26
2023-10-21,Usine_B,Production,electricite,376.07
2023-09-01,Usine_B,Production,gaz,380.13
2023-04-07,Entrepot_Nord,Production,gaz,818.01
2024-10-06,Usine_A,Production,electricite,627.75
2023-10-07,Usine_A,Eclairage,electricite,582.4
2023-12-21,Usine_A,Production,electricite,348.15
2023-05-12,Usine_B,Production,gaz,472.36
2023-08-18,Usine_B,Production,electricite,680.02
2024-09-29,Bureau_Central,Climatisation,electricite,278.67
2023-10-02,Usine_A,Production,gaz,827.5
2024-06-29,Bureau_Central,Bureaux,electricite,107.98
2023-02-28,Entrepot_Nord,Eclairage,electricite,461.93
